Time_s,FrameCount,X_px,Y_px,Amp_X,Freq_Hz,FPS
7.6956,146,,,,,50.20
7.7307,147,,,,,48.47
7.7922,148,,,,,44.51
7.8503,149,,,,,47.20
7.8888,150,,,,,46.01
7.9206,151,,,,,42.27
8.0103,152,,,,,49.04
8.0459,153,,,,,46.81
8.0968,154,,,,,43.09
8.1664,155,,,,,45.36
8.1999,156,,,,,43.69
8.2304,157,,,,,43.71
8.2898,158,,,,,40.25
8.3453,159,,,,,42.05
8.3783,160,,,,,41.76
8.4477,161,,,,,38.47
8.5017,162,,,,,41.57
8.5375,163,,,,,41.20
8.6024,164,,,,,37.95
8.6561,165,,,,,41.98
8.6887,166,,,,,41.94
8.7841,167,,,,,38.51
8.8305,168,,,,,42.85
8.8684,169,,,,,41.13
8.9579,170,,,,,38.01
8.9776,171,,,,,48.93
9.0237,172,,,,,46.16
9.1095,173,,,,,42.43
9.1409,174,,,,,45.32
9.1765,175,,,,,44.66
9.2177,176,325.42388228636105,409.1329937747595,,,41.16
9.2910,177,354.8816717019134,411.44763343403827,,,41.51
9.3157,178,373.8327149041435,412.78942486085344,,,45.68
9.3750,179,373.8327149041435,412.78942486085344,,,42.77
9.4512,180,417.09353879426874,415.18491484184915,16.009395645470136,,39.58
9.4834,181,495.4226618705036,418.5548561151079,,,41.55
9.5258,182,524.07217630854,419.56969696969696,,,39.82
9.5742,183,553.641245358469,420.19537275064266,,,36.69
9.6480,184,608.0041867954911,420.3719806763285,,,51.21
9.6936,185,666.0415841584158,419.98712871287125,96.16955525175996,,48.22
9.7270,186,666.0415841584158,419.98712871287125,,,44.29
9.8072,187,778.0753424657535,418.3016960208741,,,46.23
9.8435,188,801.4037558685445,417.0804828973843,,,46.47
9.9129,189,824.8910632746249,415.6089367253751,,,42.56
9.9821,190,848.032429061428,414.6479575927658,221.9018251352701,,49.51
10.0167,191,909.0131069407208,410.68662496276437,,,47.26
10.0512,192,923.7971403038428,409.56151325588326,,,46.43
10.0855,193,923.7971403038428,409.56151325588326,,,42.78
10.1525,194,947.9567519858782,407.2927331568108,,,41.50
10.2022,195,968.5476603119585,405.9586943963027,354.7587874188946,,39.10
10.2588,196,976.245704467354,405.1291523482245,,,36.02
10.3322,197,983.742536291427,404.1848808545604,,,44.52
10.3733,198,979.962590731435,404.9838079285315,,,42.46
10.4300,199,977.0739583333334,405.1427083333333,,,39.06
10.5059,200,963.0984230560086,406.2305600870038,455.42001647947063,,41.94
10.5469,201,952.3293447293447,407.0173789173789,,,40.64
10.6490,202,924.4290196078432,409.65437908496733,,,37.40
10.6759,203,893.2972111553785,411.8948207171315,,,39.03
10.7146,204,853.9022715266772,413.8901215002641,,,38.47
10.7614,205,853.9022715266772,413.8901215002641,493.0289393687732,,35.52
10.8398,206,779.7039491853079,417.90555095277546,,,38.26
10.8626,207,754.7855256207079,418.6687797147385,,,37.80
10.8966,208,728.8167211328976,419.385348583878,,,34.86
10.9977,209,642.7071067499256,420.6357418971157,,,37.30
11.0343,210,612.1753541833734,420.43009890403636,493.0289393687732,,36.69
11.0935,211,581.9418803418803,421.0051282051282,,,33.90
11.1616,212,499.92251116364594,418.9043866561597,,,37.70
11.2007,213,474.1686633779657,417.8919426826403,,,37.08
11.2548,214,445.03327228327225,416.6718559218559,,,34.24
11.3162,215,376.1268954509178,413.41367384942805,493.0289393687732,,35.66
11.3625,216,376.1268954509178,413.41367384942805,,,35.99
11.4230,217,340.2908631772268,411.00596877869606,,,33.27
11.4873,218,293.6540336879433,407.97251773049646,,,34.50
11.5174,219,283.1918513543765,407.15491381240207,,,34.76
11.5667,220,283.1918513543765,407.15491381240207,493.0289393687732,,32.21
11.6485,221,261.00767805136354,404.5962404024358,,,31.48
11.6822,222,259.07056562328387,403.9080175727622,,,39.05
11.7527,223,259.07056562328387,403.9080175727622,,,35.93
11.8096,224,276.065355042967,407.30936227951156,,,38.59
11.8446,225,285.28979591836736,407.5215419501134,493.0289393687732,,39.99
11.9064,226,285.28979591836736,407.5215419501134,,,36.78
11.9712,227,335.4227405247814,410.91132167152574,,,37.93
12.0059,228,352.4104563835933,411.95089543616405,,,38.09
12.0388,229,352.4104563835933,411.95089543616405,,,35.15
12.1369,230,421.5731770833333,415.5598958333333,493.0289393687732,,36.59
12.1787,231,421.57317708333335,415.5598958333333,,,36.80
12.2257,232,469.7503149407911,418.1683043587806,,,33.94
12.3039,233,554.640502354788,420.4194139194139,,,41.38
12.3437,234,612.3593272171254,420.5522935779817,,,40.12
12.3846,235,612.3593272171254,420.5522935779817,493.0289393687732,,36.95
12.4767,236,696.2278645833333,420.20768229166663,,,38.96
12.5174,237,753.4067576348277,419.1764132553606,,,37.68
12.5742,238,753.4067576348277,419.1764132553606,,,34.85
12.6278,239,828.6848701880035,415.457773798866,,,37.37
12.6656,240,849.703492063492,413.98825396825396,493.0289393687732,,36.79
12.7279,241,869.8806888068881,412.8087330873309,,,33.93
12.8008,242,925.3091707852827,409.26331685886873,,,36.91
12.8352,243,938.0,408.11305872042067,,,36.45
12.9207,244,949.8601340033501,406.8257956448911,,,33.70
12.9561,245,967.5033131662345,405.9118409680207,493.0289393687732,,43.55
12.9899,246,980.6902056277056,404.2667748917749,,,41.64
13.0649,247,983.9015459723353,404.07675617032817,,,38.29
13.1296,248,983.4027997886951,404.3259376650819,,,40.67
13.1660,249,975.1468568409931,405.20998415213944,,,39.98
13.2406,250,969.0899811979587,405.81573999462796,493.0289393687732,,36.83
13.2887,251,939.3523102310231,408.2810781078108,,,37.09
13.3264,252,925.0893209354748,409.1890673429135,,,37.94
13.3774,253,925.0893209354748,409.1890673429135,,,34.99
13.4541,254,852.6218260399784,414.0237709346299,,,37.83
13.4879,255,830.8808588635768,415.23225975386225,499.3906570284979,,37.40
13.5369,256,806.9097167063808,416.63674874238814,,,34.47
13.6252,257,724.4921803127875,419.12848819380554,,,35.32
13.6651,258,699.1331269349845,419.75206398348814,,,37.29
13.7132,259,670.2528180354267,419.77745571658613,,,34.45
13.7777,260,582.7944794479448,420.3969396939694,499.3906570284979,0.3667700351536803,34.01
13.8122,261,582.7944794479448,420.3969396939694,,,33.51
13.8959,262,525.9074455899198,419.54570446735397,,,30.93
13.9446,263,473.15533285612025,418.23502743975183,,,35.99
13.9807,264,422.97908696761033,415.6057128283601,,,35.55
14.0171,265,422.9790869676103,415.6057128283601,499.3906570284979,0.3667700351536803,32.89
14.0983,266,356.4585121602289,411.8414401525989,,,35.25
14.1339,267,339.2567414457285,410.9802855200544,,,34.80
14.1778,268,339.2567414457285,410.9802855200544,,,32.20
14.2664,269,284.99623226950354,407.6640070921986,,,36.67
14.3018,270,275.93152903076566,407.2674068933611,499.3906570284979,0.3667700351536803,35.91
14.3553,271,264.0893102500687,405.17669689475133,,,33.12
14.4333,272,262.14666666666665,404.9004081632653,,,32.81
14.4701,273,262.14666666666665,404.9004081632653,,,31.78
14.5288,274,264.27733333333333,404.96773333333334,,,29.39
14.6136,275,285.3524374176548,408.1267018006148,499.3906570284979,0.3667700351536803,31.78
14.6474,276,310.25482093663913,409.2270431588613,,,32.67
14.7016,277,310.25482093663913,409.2270431588613,,,30.25
14.7692,278,338.8708240534521,410.966839891116,,,35.16
14.8089,279,399.243264659271,415.5010565240359,,,34.47
14.8497,280,399.243264659271,415.5010565240359,499.3906570284979,0.3667700351536803,31.93
14.9369,281,472.9254220206601,418.46359284454525,,,37.18
15.0035,282,526.4372787051087,419.9620637329287,,,34.16
15.0841,283,613.9411764705883,421.3601499423299,,,40.50
15.1189,284,642.733266398929,421.02945113788485,,,39.06
15.1922,285,671.4438372799028,420.7228293867638,499.3906570284979,0.3667700351536803,36.00
15.2503,286,752.8610837438423,419.0,,,82.07
15.2859,287,780.7174721189591,418.1121437422553,,,76.06
15.3245,288,805.5457988980716,416.60296143250685,,,71.95
15.3766,289,805.5457988980716,416.60296143250685,,,65.75
15.4275,290,851.8224215246637,414.83109118086696,499.3906570284979,0.3667700351536803,66.12
15.4621,291,890.163783160323,411.646770472895,,,62.40
15.5007,292,907.6513249651325,411.15564853556486,,,57.02
15.5955,293,950.3835978835979,406.8201058201058,,,60.76
15.6293,294,960.544673539519,406.15263459335625,,,57.70
15.7050,295,967.7980852915579,406.11343196982887,499.3906570284979,0.3667700351536803,52.78
15.7525,296,978.875816993464,404.9245642701525,,,51.83
15.7876,297,983.75893599335,404.49736769188144,,,49.83
15.8213,298,983.15099009901,404.26760176017603,,,51.07
15.8805,299,983.15099009901,404.26760176017603,,,46.94
15.9322,300,974.2674863387978,405.175956284153,499.3906570284979,0.3667700351536803,47.36
15.9632,301,959.2028161386406,406.4383969672353,,,46.61
16.0119,302,949.4378149032086,407.34950941394857,,,42.78
16.0902,303,907.7878787878788,410.32411067193675,,,41.51
16.1250,304,889.3578512396695,412.10743801652893,,,39.54
16.1954,305,889.3578512396695,412.10743801652893,515.1542666669442,0.3667700351536803,36.45
16.2513,306,804.407072368421,416.4547697368421,,,38.98
16.2859,307,778.9341880341881,418.1250712250712,,,38.48
16.3391,308,753.2997416020671,418.22222222222223,,,35.45
16.4188,309,666.7247247247248,420.3163163163163,,,35.39
16.4533,310,666.7247247247248,420.3163163163163,515.1542666669442,0.36805107694302996,36.46
16.5268,311,611.4610809412982,420.2821308507887,,,33.69
16.5909,312,525.0580296896087,419.338506522717,,,36.31
16.6198,313,497.24828060522697,418.69601100412655,,,36.74
16.6889,314,470.26748029494024,417.84464785151283,,,33.90
16.7516,315,422.6154779233382,415.52183406113534,515.1542666669442,0.36805107694302996,36.74
16.7867,316,377.9094988780853,413.4133632510596,,,36.81
16.8461,317,357.18392434988175,411.87659574468086,,,33.97
16.9095,318,322.6436622958362,409.6848401196227,,,48.11
16.9545,319,309.1743268337976,408.6873259052925,,,45.68
17.0246,320,286.8381263616558,407.7093681917211,515.1542666669442,0.36805107694302996,41.97
17.0884,321,264.456299972429,405.464846980976,,,40.82
17.1228,322,261.61106677307794,405.0683692471402,,,41.88
17.1873,323,261.5840877914952,405.13223593964335,,,38.66
17.2310,324,267.4710256410256,406.2428205128205,,,41.43
17.2670,325,271.90325603185755,407.0004684937925,515.1542666669442,0.36805107694302996,40.32
17.3120,326,278.0656003708855,407.42698191933243,,,37.14
17.4000,327,310.84398625429554,408.99358533791525,,,38.37
17.4297,328,325.5543938262385,409.7057505601195,,,38.15
17.4692,329,341.649792125214,411.62802641232577,,,37.65
17.5108,330,359.2785696424106,412.6949237309327,515.1542666669442,0.36805107694302996,34.87
17.5837,331,399.1206624605678,415.15615141955834,,,40.13
17.6280,332,448.53073089700996,417.4014396456257,,,38.32
17.6807,333,474.96070675105483,418.7779535864979,,,35.43
17.7369,334,528.4820019723866,420.4437869822485,,,128.73
17.7716,335,528.4820019723866,420.4437869822485,515.1542666669442,0.36805107694302996,117.93
17.8266,336,583.5024832018697,420.8898626935437,,,106.96
17.9106,337,672.9912722390063,420.4753272910373,,,102.25
17.9462,338,727.8858827610128,419.9035726673604,,,96.44
18.0033,339,753.6761503336845,419.086406743941,,,87.66
18.0679,340,805.0552168021679,416.9756097560976,515.1542666669442,0.36805107694302996,86.56
18.1140,341,828.7159420289855,416.389694041868,,,80.44
18.1678,342,852.1951672862454,414.9860594795539,,,73.37
18.2174,343,906.5298742138365,410.387106918239,,,70.90
18.2511,344,922.4415620641562,409.23458856345883,,,69.05
18.2852,345,936.3856209150326,408.6470588235294,515.1542666669442,0.36805107694302996,65.57
18.3609,346,948.8375510204082,407.64598639455784,,,59.95
18.3952,347,966.9742658189525,405.9585225552528,,,69.08
18.4284,348,973.4538888888889,405.5786111111111,,,65.00
18.4980,349,977.1575553686571,404.89122511914775,,,59.29
18.5644,350,981.0558674151296,404.5260625501203,515.1542666669442,0.36805107694302996,65.61
18.5987,351,978.5063391442155,404.97200211304806,,,61.48
18.6326,352,973.4491315136477,405.05900192996967,,,59.85
18.6759,353,965.9082491582492,406.12205387205387,,,54.81
18.7482,354,946.1269333333333,407.46320000000003,,,53.60
18.7788,355,920.6442687747035,409.4213438735178,515.1542666669442,0.36805107694302996,52.93
18.8449,356,920.6442687747035,409.4213438735178,,,48.53
18.8970,357,867.8329297820824,412.74065106268495,,,50.17
18.9359,358,846.5183347118831,414.29693961952023,,,49.06
18.9939,359,846.5183347118831,414.29693961952023,,,44.92
19.0719,360,776.3714746172442,417.62664517861936,515.1542666669442,0.3644107745287627,47.85
19.1135,361,694.0121608980355,419.5977549111319,,,46.05
19.1843,362,666.3747465971619,419.8508543295685,,,42.22
19.2457,363,607.7071078431372,420.3495710784314,,,59.21
19.2908,364,551.3380872483222,419.50671140939596,,,55.64
19.3605,365,525.5573852295408,419.08408183632736,515.1542666669442,0.3644107745287627,50.87
19.4194,366,444.20034542314335,416.1776461880089,,,52.04
19.4584,367,444.2003454231433,416.1776461880089,,,50.79
19.5161,368,398.9217391304348,414.3144927536232,,,46.62
19.5794,369,357.82064176245206,411.62308429118775,,,50.84
19.6182,370,322.8221445221445,409.66946386946387,515.1542666669442,0.3644107745287627,48.26
19.6756,371,308.29163834126444,408.855880353501,,,44.42
19.7258,372,295.92962962962963,408.21786492374724,,,46.04
19.7630,373,286.71979717813053,407.7771164021164,,,44.43
19.8583,374,272.577354807223,406.22352367008295,,,40.83
19.8923,375,266.19444444444446,405.97169811320754,515.1542666669442,0.3644107745287627,49.68
19.9310,376,263.5473181690536,404.88458298230836,,,47.14
19.9700,377,268.25019245573515,406.16448550166797,,,43.35
20.0464,378,288.18844444444443,408.18844444444443,,,45.23
20.0889,379,298.09276729559747,408.6632973944295,,,44.50
20.1589,380,311.52792915531336,409.30018165304267,515.1542666669442,0.3644107745287627,40.86
20.2269,381,360.5444444444444,413.0430894308943,,,40.11
20.2644,382,380.2941659819228,414.03231991235276,,,40.31
20.3127,383,401.34814814814814,414.7723646723647,,,37.34
20.3660,384,447.85027512308136,417.70170865913695,,,46.17
20.4132,385,502.8693834900731,419.96342737722046,515.1542666669442,0.3644107745287627,43.73
20.4501,386,502.8693834900731,419.96342737722046,,,40.37
20.5289,387,586.5144985368449,421.1393987762703,,,38.86
20.5527,388,586.5144985368449,421.1393987762703,,,37.97
20.6090,389,642.803229061554,421.2149344096872,,,34.98
20.6838,390,701.736641221374,420.46978371501274,515.1542666669442,0.3644107745287627,37.59
20.7188,391,755.0707384403037,418.8878536922015,,,37.79
20.7930,392,780.8832252085265,418.20296570898984,,,34.82
20.8592,393,850.1490703851262,414.4890438247012,,,37.55
20.8804,394,850.1490703851262,414.4890438247012,,,38.26
20.9688,395,872.7247964055041,413.2179163156417,515.1542666669442,0.3644107745287627,35.23
21.0128,396,922.3253616770003,409.92766459994095,,,37.51
21.0455,397,946.9881691807158,407.38923395445136,,,38.65
21.1021,398,956.9595153664302,406.98020094562645,,,35.57
21.1804,399,972.7603993344426,405.3438713255685,,,37.05
21.2111,400,978.5281173594133,404.76120619396903,515.1542666669442,0.3644107745287627,37.39
21.2502,401,978.5281173594133,404.76120619396903,,,34.55
21.3369,402,976.3248878332014,404.9662179994722,,,43.55
21.3627,403,976.3248878332014,404.9662179994722,,,42.27
21.4773,404,964.8253575357536,406.1221122112211,,,38.90
21.4916,405,955.6413774549368,406.6709712133441,515.1542666669442,0.3644107745287627,39.71
21.5271,406,931.7889068389876,408.3287560581583,,,39.98
21.5779,407,903.0431848852902,410.51551956815115,,,36.86
21.6468,408,866.5701754385965,412.9109516214779,,,130.44
21.6954,409,821.1596402473299,415.42776840921863,,,119.40
21.7587,410,798.7109433962264,416.4870440251572,515.1542666669442,0.3644107745287627,108.40
21.8133,411,722.1332213825916,418.6445563951861,,,100.99
21.8475,412,692.6410256410256,419.4895104895105,,,97.32
21.8904,413,692.6410256410256,419.4895104895105,,,88.52
21.9573,414,634.1033693163232,420.03107621851484,,,89.58
21.9918,415,578.168035030104,420.1863711001642,515.1542666669442,0.3674659552443312,83.41
22.0248,416,551.239705882353,419.69313725490196,,,75.90
22.1259,417,468.2957333333333,417.2869333333333,,,74.79
22.1595,418,468.29573333333326,417.2869333333333,,,71.03
22.2102,419,419.61764705882354,415.265479876161,,,64.84
22.2781,420,377.44007065354526,412.9172344183699,515.1542666669442,0.3674659552443312,63.42
22.3138,421,340.481127785357,410.73533424283767,,,61.90
22.3766,422,340.481127785357,410.73533424283767,,,56.56
22.4332,423,296.257174392936,408.1342163355408,,,56.75
22.4688,424,286.97231377719186,407.52274225444955,,,55.30
22.5358,425,273.1954599761051,406.63894862604536,515.1542666669442,0.3674659552443312,50.61
22.5921,426,264.6119321291735,404.9337712096333,,,51.32
22.6347,427,263.4199561403509,404.9972587719298,,,49.32
22.7129,428,264.61982128350934,405.3934470620092,,,45.30
22.7549,429,268.738670694864,406.1034743202417,,,46.99
22.7904,430,290.4602538410154,408.2219995546649,515.1542666669442,0.3674659552443312,45.71
22.8320,431,301.1005402865868,408.92529950669484,,,42.03
22.9144,432,344.5603140613847,411.5036878420176,,,54.57
22.9465,433,344.5603140613847,411.5036878420176,,,52.22
22.9933,434,344.5603140613847,411.5036878420176,,,47.89
23.0679,435,426.69051825677263,416.46495877502946,515.1542666669442,0.3674659552443312,47.20
23.1023,436,451.0300107181136,417.8574490889603,,,47.06
23.1528,437,476.47903225806454,419.2887096774193,,,43.27
23.2145,438,560.8619235836627,421.1140974967062,,,42.87
23.2489,439,560.8619235836627,421.1140974967062,,,49.63
23.3127,440,616.0781144781145,420.93569023569023,515.1542666669442,0.3674659552443312,45.46
23.3999,441,702.0921052631579,420.7240215924426,,,43.63
23.4256,442,729.2707468879668,420.0778008298755,,,43.91
23.4888,443,756.4547619047619,419.3969387755102,,,40.40
23.5511,444,829.5168678427731,415.8133704735376,,,44.47
23.5863,445,850.9736419157828,415.0379299260688,515.1542666669442,0.3674659552443312,42.76
23.6365,446,872.6804635761589,413.46799116997795,,,39.36
23.7128,447,908.4309080654258,410.868584320361,,,56.85
23.7593,448,922.7860653368025,409.71812662619254,,,53.44
23.8511,449,946.7637426900585,407.4786549707602,,,49.09
23.8711,450,965.6046176046176,406.37662337662334,515.1542666669442,0.3674659552443312,47.81
23.9049,451,971.870536931044,405.2899972744617,,,48.87
23.9548,452,976.0541596873255,405.1898380792853,,,44.90
24.0161,453,978.9454206602769,404.56895633652823,,,46.93
24.0501,454,974.9992107340174,405.0023677979479,,,46.96
24.1286,455,969.5824059353471,405.42898781134073,515.1542666669442,0.3674659552443312,43.06
24.1777,456,943.8650273224043,407.2554644808743,,,87.10
24.2117,457,931.2484605087014,408.5311914323962,,,81.00
24.2638,458,931.2484605087014,408.5311914323962,,,73.81
24.3284,459,900.9143780290792,410.4873451803985,,,79.03
24.3642,460,865.1149241819633,413.0925778132482,515.1542666669442,0.3674659552443312,73.78
24.4328,461,821.0134502923977,415.13421052631577,,,67.33
24.4807,462,797.8132593766508,416.1933438985737,,,66.48
24.5174,463,744.6330158730159,418.5733333333333,,,63.08
24.5936,464,744.6330158730159,418.5733333333333,,,57.62
24.6466,465,665.1282679738562,419.4779411764706,515.1542666669442,0.3675712242072259,149.12
24.6942,466,605.4596797671034,420.03144104803494,,,136.27
24.7378,467,577.5644945025476,419.8278358809332,,,123.58
24.8012,468,496.0471628592484,418.069270449521,,,115.00
24.8357,469,469.8716814159292,417.47050147492627,,,109.36
24.8918,470,469.8716814159292,417.47050147492627,515.1542666669442,0.3675712242072259,99.35
24.9716,471,420.39642324888223,415.13909587680075,,,93.31
25.0109,472,357.5363247863248,411.64078822412154,,,87.05
25.0804,473,357.5363247863248,411.64078822412154,,,79.26
25.1210,474,325.33103606708016,409.6728692855502,,,78.60
25.1589,475,297.76671183378494,408.17705510388436,515.1542666669442,0.3675712242072259,73.96
25.2194,476,287.36578947368423,407.9633771929824,,,67.44
25.2819,477,269.6449704142012,406.17628205128204,,,90.02
25.3169,478,267.1100101626016,406.2535569105691,,,83.87
25.4172,479,267.1100101626016,406.2535569105691,,,76.28
25.4478,480,270.1424042916361,406.82028773469887,486.8257203063802,0.3675712242072259,74.07
25.4816,481,282.9357429718875,407.8070058009817,,,69.90
25.5365,482,291.9310496267018,408.45827843653933,,,63.87
25.6002,483,316.0737157337019,409.89887122782767,,,65.96
25.6373,484,346.36647860836854,412.07075693464975,,,61.97
25.6767,485,346.3664786083686,412.07075693464975,424.8321188726555,0.3675712242072259,56.70
25.7527,486,384.9851851851852,414.2360153256705,,,65.90
25.7867,487,429.28006872852234,417.40148911798394,,,61.78
25.8208,488,454.8988905698436,418.1079172970247,,,60.17
25.9141,489,505.89757207890744,419.8902377339403,,,55.15
25.9440,490,562.0711493354183,421.21735731039877,424.8321188726555,0.3675712242072259,52.87
25.9786,491,590.9803921568628,421.6290849673203,,,48.43
26.0744,492,647.8402777777778,421.55853174603175,,,51.54
26.1127,493,675.9956949569496,421.0488929889299,,,49.09
26.1831,494,704.0779619398404,421.22651933701655,,,44.96
26.2561,495,808.6001813236627,417.02175883952856,424.8321188726555,0.3675712242072259,45.85
26.2885,496,831.6602622750838,416.16620921012503,,,46.24
26.3518,497,852.960870844366,414.4398352456605,,,42.40
26.4155,498,908.6422261484099,411.4028268551237,,,44.80
26.4496,499,923.5297297297298,409.63243243243244,,,43.78
26.5048,500,923.5297297297298,409.63243243243244,424.8321188726555,0.3675712242072259,40.31
26.5834,501,947.7098765432099,407.6119528619529,,,39.26
26.6102,502,964.801974913264,406.5212169735789,,,50.50
26.6864,503,975.8675948675948,404.98443898443895,,,46.16
26.7647,504,977.6674265450861,404.5977710233029,,,47.68
26.7982,505,973.6696969696969,405.1121212121212,424.8321188726555,0.3677720686924581,46.12
26.8653,506,968.2660098522167,405.85385878489325,,,42.40
26.9174,507,942.883964544722,407.3421971528337,,,47.61
26.9597,508,942.883964544722,407.3421971528337,,,45.47
27.0225,509,916.2436098069901,409.38367240479914,,,41.82
27.0736,510,900.0649782553082,410.5970836531082,424.8321188726555,0.3677720686924581,43.58
27.1149,511,842.2954784437434,414.2776025236593,,,42.38
27.1569,512,842.2954784437434,414.2776025236593,,,39.05
27.2431,513,743.1927672955975,418.32767295597483,,,40.35
27.2735,514,743.1927672955975,418.32767295597483,,,40.53
27.3679,515,717.775590551181,418.63280839895015,424.8321188726555,0.3657899646369359,37.44
27.3936,516,635.0185338865837,419.72420470262796,,,37.73
27.4121,517,604.8623563218391,419.97557471264366,,,38.92
27.4577,518,576.5645456925897,420.11285676878765,,,35.90
27.5395,519,549.1326604181687,419.198029319875,,,38.72
27.5733,520,467.71300949190396,417.1647124511446,424.8321188726555,0.3657899646369359,39.62
27.6249,521,467.71300949190396,417.1647124511446,,,36.54
27.6875,522,397.17566216891555,414.3073463268366,,,38.46
27.7250,523,376.6065088757397,413.05892504930966,,,38.16
27.7582,524,376.6065088757397,413.05892504930966,,,35.29
27.8552,525,311.6033813114005,408.8060315284441,424.8321188726555,0.3657899646369359,37.96
27.8734,526,311.6033813114005,408.8060315284441,,,37.70
27.9126,527,288.4102225159727,408.04119850187266,,,37.38
27.9607,528,288.4102225159727,408.04119850187266,,,34.54
28.0312,529,270.426676143094,406.45605306799337,,,40.05
28.0680,530,267.8524800822411,406.20740169622206,424.8321188726555,0.3657899646369359,39.01
28.1300,531,267.86784706184244,406.2096484475237,,,36.04
28.1770,532,269.48217402144104,406.74021441037144,,,37.93
28.2127,533,277.3072402444758,407.65444287729196,,,37.93
28.2593,534,293.2420178799489,408.5674755214985,,,35.04
