Time_s,FrameCount,X_px,Y_px,Amp_X,Freq_Hz,FPS
88.0855,1671,292.68637226970554,408.4385090218424,,,41.50
88.0980,1672,298.3404255319149,409.54060855639443,,,40.35
88.1328,1673,304.33167965981573,409.92629340892984,,,38.50
88.1693,1674,304.33167965981573,409.92629340892984,,,38.56
88.2483,1675,312.18431945458974,410.74653031409787,395.5589130394702,0.3670151722210687,35.62
88.2848,1676,345.97980535279805,413.8557177615572,,,38.54
88.3180,1677,360.291729702471,415.23247604639437,,,38.52
88.3781,1678,377.19054956343086,416.52799178222904,,,35.57
88.4360,1679,414.4130913091309,418.4139163916392,,,37.97
88.4697,1680,456.71528384279475,420.7149927219796,395.5589130394702,0.3670151722210687,37.48
88.5488,1681,456.71528384279475,420.7149927219796,,,34.60
88.5989,1682,531.262668918919,423.8046171171171,,,36.03
88.6326,1683,556.5441696113074,424.4095995288575,,,37.15
88.6895,1684,556.5441696113074,424.4095995288575,,,34.35
88.7467,1685,662.0658263305322,424.4873949579832,395.5589130394702,0.3670151722210687,37.47
88.7811,1686,688.8458815958816,424.3069498069498,,,37.23
88.8215,1687,712.9986168741356,423.7700553250346,,,34.37
88.9118,1688,786.2314266929652,420.5496383957923,,,36.00
88.9444,1689,808.6771130104463,419.7388414055081,,,36.86
89.0040,1690,808.6771130104463,419.7388414055081,395.5589130394702,0.36502025295662704,34.09
89.0675,1691,848.9668381932532,417.58833619210975,,,35.19
89.0976,1692,882.8048845947396,414.6296296296296,,,36.00
89.1517,1693,897.2385372714486,413.58368495077355,,,33.32
89.2148,1694,931.193929173693,410.2037661607645,,,36.97
89.2479,1695,938.4125469788956,409.4914715235617,395.5589130394702,0.36502025295662704,36.10
89.3108,1696,945.0838815789474,408.6513157894737,,,33.35
89.3767,1697,951.2530392988408,407.0729431721798,,,41.83
89.4100,1698,951.6388888888889,406.52942794279426,,,41.38
89.4604,1699,951.6388888888889,406.52942794279426,,,38.01
89.5400,1700,931.2719225449516,407.11701244813275,395.5589130394702,0.36502025295662704,38.65
89.5826,1701,921.613420266232,407.3920130399348,,,38.79
89.6374,1702,910.6834666666666,408.18746666666664,,,35.85
89.6954,1703,897.7611856823266,408.54753914988817,,,44.89
89.7324,1704,850.1581196581196,411.09722222222223,,,43.11
89.7875,1705,850.1581196581196,411.09722222222223,395.5589130394702,0.36502025295662704,39.73
89.8456,1706,810.825346112886,412.9028221512247,,,40.47
89.8853,1707,767.2596685082873,414.02788739805317,,,40.05
89.9182,1708,743.8842159916926,414.80166147455867,,,36.88
90.0134,1709,668.8024489795919,416.0133333333333,,,40.24
90.0487,1710,641.4433025008565,416.1606714628297,395.5589130394702,0.3662091892321557,39.44
90.0945,1711,615.4394944707741,416.5263823064771,,,36.40
90.1718,1712,563.8355998791176,415.97975219099425,,,80.86
90.2178,1713,514.9219150025601,415.1410650281618,,,74.95
90.2924,1714,514.9219150025601,415.1410650281618,,,68.48
90.3325,1715,446.1407897964189,413.38729457934755,395.5589130394702,0.3662091892321557,66.99
90.3685,1716,405.2829641350211,411.7091244725738,,,63.16
90.4249,1717,405.2829641350211,411.7091244725738,,,57.78
90.4765,1718,369.3212578616352,410.1934591194969,,,152.39
90.5139,1719,340.4002789400279,408.8921431892143,,,139.40
90.5795,1720,328.3934947419907,408.647591098068,394.1835440520716,0.3662091892321557,126.32
90.6490,1721,309.01226851851845,408.0217592592593,,,117.06
90.6830,1722,297.1554794520548,408.1082191780822,,,110.93
90.7254,1723,297.1554794520548,408.1082191780822,,,100.77
90.7972,1724,293.24285714285713,408.57981859410427,,,99.11
90.8289,1725,295.9041816009558,409.1173237753883,394.1835440520716,0.3662091892321557,91.94
90.8898,1726,300.1073841136734,409.8327509899837,,,83.59
90.9623,1727,323.3587466074513,412.09079694053787,,,80.44
90.9997,1728,333.90615615615616,412.65965965965967,,,75.84
91.0594,1729,345.8421642837118,414.8399215026633,,,69.09
91.1312,1730,396.730779054917,418.0669220945083,394.1835440520716,0.3662091892321557,67.03
91.1668,1731,416.71833754563323,419.79303566413927,,,65.17
91.2215,1732,460.36417157275025,421.4721054107093,,,59.44
91.2983,1733,507.22637013502776,423.35451416468095,,,65.94
91.3344,1734,559.2518756698821,424.65407288317255,,,61.47
91.3683,1735,559.2518756698821,424.65407288317255,394.1835440520716,0.3662091892321557,60.11
91.4039,1736,584.6129238643634,424.76071657069735,,,55.09
91.4702,1737,664.6564506713369,424.68184471687096,,,53.10
91.5064,1738,664.6564506713369,424.68184471687096,,,52.89
91.5401,1739,716.2597898758357,423.91276663482967,,,52.17
91.5816,1740,716.2597898758357,423.91276663482967,394.1835440520716,0.3662091892321557,47.89
91.6589,1741,764.2970168612192,422.4364461738003,,,47.82
91.6877,1742,809.0861568247822,419.6082607292675,,,46.77
91.7411,1743,830.1986234021632,418.2445099967224,,,43.01
91.8053,1744,866.2165165165165,416.2528528528528,,,86.72
91.8532,1745,882.8636904761904,414.68065476190475,394.1835440520716,0.3661550746405923,80.14
91.9110,1746,910.6627078384798,412.454209553972,,,72.98
91.9711,1747,938.7966422962361,409.5610614676415,,,70.92
92.0057,1748,944.1636263128801,408.6288004422333,,,68.65
92.0583,1749,948.5440552016985,407.90021231422503,,,62.53
92.1532,1750,951.4634595162986,406.65352260778127,394.1835440520716,0.3661550746405923,62.69
92.1941,1751,949.2991845056065,406.7275739041794,,,59.21
92.2864,1752,944.3616963803349,406.5070232306861,,,54.25
92.3011,1753,929.7590945836702,407.09135004042037,,,147.68
92.3371,1754,909.272800645682,408.3362927091741,,,135.69
92.3934,1755,909.272800645682,408.3362927091741,394.1835440520716,0.3661550746405923,122.93
92.4643,1756,865.8096748612213,410.19984139571767,,,122.07
92.5039,1757,829.6584850884138,411.88176299815257,,,112.41
92.5413,1758,829.6584850884138,411.88176299815257,,,102.03
92.6296,1759,765.7314439946019,414.19649122807016,,,96.64
92.6673,1760,765.7314439946019,414.19649122807016,394.1835440520716,0.3655492709188929,91.17
92.7275,1761,717.772268907563,415.2949579831933,,,82.98
92.7769,1762,640.4886545222116,415.88942154042826,,,81.61
92.8118,1763,615.9584708470848,416.2211221122112,,,76.28
92.8461,1764,589.470620092066,416.0950446791227,,,73.33
92.9250,1765,563.0755905511811,416.1595800524934,394.1835440520716,0.3655492709188929,66.95
92.9571,1766,513.8420652999241,415.24019235636547,,,67.36
92.9893,1767,489.8773513920241,414.4135941810885,,,63.65
93.0454,1768,467.10218619503803,414.3561778432817,,,58.14
93.1280,1769,404.265072247135,412.0224215246637,,,56.25
93.1624,1770,386.33509700176364,410.67674477198284,394.1835440520716,0.3655492709188929,54.50
93.2181,1771,353.81547619047615,409.3564285714286,,,49.89
93.2940,1772,328.54022988505744,408.8794276331222,,,61.42
93.3258,1773,318.26358759038953,408.32306974574294,,,58.43
93.4016,1774,309.8330959164292,407.9252136752137,,,53.35
93.4621,1775,297.9643432252128,407.93282723717505,391.8383837585933,0.3655492709188929,53.39
93.4955,1776,293.4468694885361,408.5888447971781,,,51.98
93.5505,1777,294.52981969486825,409.1620434581599,,,47.61
93.6263,1778,307.6545857988166,410.6575443786982,,,53.32
93.6624,1779,314.902739090065,411.26183844011143,,,50.62
93.7391,1780,336.2978828163466,413.0036927621861,391.8383837585933,0.3655492709188929,46.39
93.8033,1781,382.14898011877096,416.6191582752388,,,45.08
93.8436,1782,382.14898011877096,416.6191582752388,,,44.40
93.8925,1783,382.14898011877096,416.6191582752388,,,40.88
93.9580,1784,439.77645816838213,420.7917656373713,,,42.68
93.9901,1785,484.66837606837606,422.6757834757835,391.8383837585933,0.3655492709188929,41.26
94.0230,1786,509.0875309661437,423.76190476190476,,,42.49
94.0608,1787,534.9182743837084,424.07422293676314,,,39.10
94.1449,1788,612.2989345509893,425.0213089802131,,,46.71
94.1849,1789,638.9139784946236,424.7540322580645,,,44.25
94.2443,1790,666.7939287799182,425.1652072387624,391.8383837585933,0.3655492709188929,40.75
94.3177,1791,741.3662119622245,423.4368660370759,,,40.62
94.3358,1792,764.9725568942437,422.16064257028114,,,39.86
94.3697,1793,789.3917317143683,421.1824226655103,,,44.09
94.4134,1794,789.3917317143683,421.1824226655103,,,40.59
94.4906,1795,830.4913112164297,418.4028436018957,391.8383837585933,0.3653781949926692,41.53
94.5229,1796,866.9310551558752,416.42446043165467,,,41.06
94.5724,1797,882.8699050809603,414.4059184812954,,,37.93
94.6293,1798,910.7617156473391,412.5133703997882,,,40.49
94.6732,1799,930.2674021539269,410.2413974257946,,,39.99
94.7734,1800,937.9709659408152,409.2903405918481,391.8383837585933,0.3653781949926692,36.78
94.8124,1801,948.2667203867849,407.8246038141284,,,37.90
94.8459,1802,950.8979814511729,406.7386797599563,,,37.49
94.9174,1803,950.25291005291,406.59338624338625,,,34.78
94.9616,1804,942.7406190084907,406.77430840865514,,,35.14
95.0006,1805,936.1296296296296,407.0397208803006,391.8383837585933,0.3653781949926692,34.37
95.0600,1806,928.2817204301075,406.8787634408602,,,31.78
95.1299,1807,894.8071581196581,408.7409188034188,,,39.49
95.1660,1808,879.9555730809674,409.22029442691905,,,38.39
95.2537,1809,864.5040972772931,410.2598466825271,,,35.32
95.3079,1810,827.7491909385113,412.0423408845739,391.8383837585933,0.3653781949926692,37.97
95.3405,1811,763.9395172226742,414.25928939517223,,,38.31
95.3771,1812,763.9395172226742,414.25928939517223,,,35.21
95.4795,1813,665.8279132791328,416.02140921409216,,,38.68
95.5126,1814,638.0873015873016,416.2765079365079,,,39.52
95.6100,1815,613.5572621934789,415.6906494206413,391.8383837585933,0.36458628965972795,36.32
95.6497,1816,563.0576619273302,415.22353870458136,,,38.46
95.6821,1817,512.8276276276276,414.76276276276275,,,37.87
95.7425,1818,488.8792929292929,414.0593434343434,,,34.94
95.8134,1819,444.17495536852846,413.273909716909,,,39.29
95.8470,1820,423.11789525936956,412.5497642094813,391.8383837585933,0.36458628965972795,38.43
95.8788,1821,385.9222467500613,410.73142016188376,,,35.37
95.9862,1822,340.3045685279188,409.2151317379744,,,38.52
96.0221,1823,328.82716910909517,408.4896487555245,,,38.13
96.0717,1824,318.70335505672216,408.5561187545257,,,35.19
96.1401,1825,298.2153020760438,408.1033356659669,391.8383837585933,0.36458628965972795,38.03
96.1737,1826,295.91964085297417,408.0543209876543,,,37.28
96.2139,1827,294.42050209205024,409.01417945141793,,,37.51
96.2861,1828,294.42050209205024,409.01417945141793,,,34.72
96.3216,1829,302.8622881355932,409.8717043314501,,,36.29
96.3559,1830,308.843981813831,410.60851878439814,391.8383837585933,0.36458628965972795,36.58
96.4167,1831,316.880829015544,411.24253639279544,,,33.75
96.4878,1832,337.41486452895845,413.20730797912006,,,37.22
96.5223,1833,365.8367616033755,415.7262658227848,,,37.43
96.5895,1834,382.7296037296037,416.94794094794094,,,34.46
96.6559,1835,420.2962962962963,419.5508607198748,391.8383837585933,0.36458628965972795,42.56
96.6925,1836,463.76425351365685,422.13471227791035,,,40.82
96.7722,1837,487.36235708003517,422.7080035180299,,,37.61
96.8278,1838,562.6580976863753,424.8029134532991,,,38.53
96.8633,1839,587.4170324846357,424.94410301434004,,,38.64
96.9175,1840,615.1391875746715,425.2956989247312,391.8383837585933,0.36458628965972795,35.61
96.9919,1841,692.7682051282052,424.55042735042736,,,35.89
97.0281,1842,717.9168316831683,423.44917491749175,,,36.03
97.0663,1843,717.9168316831683,423.44917491749175,,,33.23
97.1621,1844,811.2007814848212,419.7995190862639,,,49.14
97.2000,1845,850.5630064263761,417.22520257055044,391.8383837585933,0.36458628965972795,46.58
97.2855,1846,866.8574023614896,416.2691492582501,,,42.78
97.3256,1847,909.8219326818676,412.3384907709012,,,46.21
97.3638,1848,909.8219326818676,412.3384907709012,,,44.41
97.4793,1849,920.2705627705627,411.3722943722944,,,40.80
97.4974,1850,943.021186440678,408.8545197740113,391.8383837585933,0.3674010395583361,43.09
97.5331,1851,946.8623655913979,407.6486559139785,,,42.70
97.5815,1852,949.2265132840317,407.2974527526705,,,39.17
97.6787,1853,945.8316041500399,406.9856344772546,,,40.73
97.7079,1854,934.6669458403127,406.40173087660526,,,40.05
97.7974,1855,926.8102648102648,407.1911001911002,384.13305739151053,0.3674010395583361,36.85
97.8435,1856,905.3382716049383,408.19643347050754,,,38.67
97.8794,1857,877.0391644908616,409.4676530316217,,,38.17
97.9504,1858,861.9898753894081,410.458722741433,,,35.20
98.0100,1859,805.1298215313759,413.01640759930916,,,39.10
98.0463,1860,783.4199170124482,413.3994467496542,384.13305739151053,0.3674010395583361,38.16
98.0938,1861,761.5833333333334,414.2724867724868,,,35.17
98.1793,1862,689.2765347102696,415.4991394148021,,,52.77
98.2221,1863,663.3658152002523,416.0580258593503,,,49.70
98.3162,1864,611.9350328947369,415.9449013157895,,,45.66
98.3482,1865,561.2615030674847,415.6950408997955,384.13305739151053,0.3679320218978249,44.46
98.3832,1866,536.6897456071335,415.35038027799635,,,43.64
98.4218,1867,511.4312977099237,415.0150127226463,,,40.15
98.5056,1868,443.8563982277821,413.1464685952567,,,43.48
98.5435,1869,422.57298136645966,412.2901138716356,,,42.86
98.6134,1870,422.57298136645966,412.2901138716356,384.13305739151053,0.3679320218978249,39.37
98.6734,1871,353.97488921713443,409.32742491383556,,,54.88
98.7155,1872,340.72206371849734,409.22919638611506,,,51.41
98.7456,1873,328.8679245283019,408.5607160135462,,,50.68
98.8140,1874,318.96095656417765,408.20985846754513,,,46.53
98.8583,1875,304.0643274853801,408.0718810916179,384.13305739151053,0.3679320218978249,53.90
98.8953,1876,299.50466618808326,408.0212969609954,,,50.95
98.9555,1877,296.7257383966245,408.19338959212376,,,46.70
99.0298,1878,299.13287037037037,409.5474537037037,,,47.31
99.0657,1879,299.13287037037037,409.5474537037037,,,46.41
99.1166,1880,310.2527109853842,410.86775106082035,384.13305739151053,0.3679320218978249,42.65
99.1954,1881,338.52606516290723,413.4609022556391,,,43.03
99.2253,1882,352.12632121680844,414.6829079659706,,,42.56
99.2684,1883,383.13282571912015,416.7335025380711,,,39.11
99.3585,1884,422.2574044157243,419.2894453419494,,,42.57
99.3928,1885,441.6164502164502,421.2147186147186,384.13305739151053,0.3679320218978249,41.14
99.4264,1886,464.56423763535264,422.0049751243781,,,41.22
99.4738,1887,464.56423763535264,422.0049751243781,,,38.04
99.5332,1888,563.4841336703173,425.23195731536083,,,40.61
99.5737,1889,563.4841336703173,425.23195731536083,,,39.80
99.6019,1890,615.9794776119403,425.37748756218906,384.13305739151053,0.3679320218978249,40.12
99.6352,1891,615.9794776119403,425.37748756218906,,,37.03
99.7181,1892,693.9942528735633,424.394523326572,,,38.97
99.7539,1893,719.9835111542192,423.9401875202069,,,38.73
99.8023,1894,719.9835111542192,423.9401875202069,,,35.76
99.8692,1895,810.6236236236236,420.17717717717716,384.13305739151053,0.3679320218978249,42.23
99.9035,1896,831.7594975490196,419.17463235294116,,,40.71
99.9651,1897,831.7594975490196,419.17463235294116,,,37.53
100.0356,1898,883.27045579352,415.0529928610654,,,39.95
100.0744,1899,909.608292416803,412.2411347517731,,,38.81
100.1279,1900,909.608292416803,412.2411347517731,384.13305739151053,0.3679320218978249,35.88
100.1964,1901,936.3480310593455,409.7487520798669,,,36.83
100.2260,1902,942.1273072747014,408.7372421281216,,,36.54
100.2869,1903,942.1273072747014,408.7372421281216,,,33.73
100.3592,1904,947.6743569345001,406.9013524264121,,,38.50
100.3969,1905,944.4821618743345,406.7720979765708,384.13305739151053,0.3663805163284764,37.55
100.4391,1906,939.3852637302882,406.9505165851006,,,34.60
100.5253,1907,915.1304468498473,407.5870108243131,,,39.27
100.5635,1908,903.7543437583533,408.12028869286286,,,38.22
100.6071,1909,890.1291905151268,408.6928318342873,,,35.26
100.6855,1910,842.3964110929853,411.1468189233279,384.13305739151053,0.3663805163284764,38.08
100.7307,1911,823.4372294372295,412.05762987012986,,,37.40
100.7816,1912,803.4395041767717,412.8154136351388,,,34.55
100.8562,1913,735.9034188034188,414.20940170940173,,,35.50
100.8910,1914,712.0379041248607,414.61315496098103,,,36.07
100.9889,1915,660.3176870748299,415.3414965986394,384.13305739151053,0.3666147114949594,33.23
101.0269,1916,609.8630292696789,416.04347826086956,,,48.70
101.0721,1917,559.7043695380773,415.64394506866415,,,46.17
101.1469,1918,534.5743261275687,415.40085401654653,,,42.39
101.1984,1919,487.82234151329243,414.4624233128834,,,42.42
101.2308,1920,443.2316981132076,413.34088050314466,384.13305739151053,0.3666147114949594,44.75
101.2925,1921,422.724006116208,411.91080530071355,,,41.06
101.3599,1922,385.61869618696187,410.819680196802,,,134.52
101.4082,1923,354.04656862745094,409.26053921568626,,,123.14
101.4604,1924,354.04656862745094,409.26053921568626,,,111.73
101.5245,1925,319.7817283950617,408.31111111111113,384.13305739151053,0.3666147114949594,110.96
101.5575,1926,311.5022732711175,408.23474515434316,,,102.31
101.6309,1927,305.15050651230104,408.0590931017848,,,92.94
101.6933,1928,297.139940353292,408.6040376233081,,,95.01
101.7239,1929,297.80686897200655,409.06680780992707,,,88.66
101.7895,1930,300.8154719659333,409.6775490891886,384.13305739151053,0.3666147114949594,80.63
101.8673,1931,312.2202856451222,410.8283708545147,,,76.46
101.8961,1932,329.0478710002519,412.5920886873268,,,72.04
101.9817,1933,353.7382772680937,414.4640672782875,,,65.72
102.0215,1934,385.44374342797056,416.8086225026288,,,66.16
102.0568,1935,404.35593660691086,418.8823070927514,384.13305739151053,0.3666147114949594,62.33
102.1094,1936,422.9844693701467,419.67874604544147,,,56.93
102.1893,1937,491.0279106858054,423.34529505582134,,,59.09
102.2222,1938,515.1584606677985,423.7702320316921,,,56.27
102.2783,1939,515.1584606677985,423.7702320316921,,,51.55
102.3404,1940,616.9282496782497,425.36100386100384,384.13305739151053,0.3666147114949594,49.39
102.3764,1941,645.1108007448789,424.9683426443203,,,46.53
102.4108,1942,669.3420320111343,425.21085594989563,,,46.37
102.4616,1943,695.560263653484,424.793157564344,,,42.65
102.5235,1944,744.4390009606147,423.3800832532821,,,53.20
102.5715,1945,768.9359925788497,422.0494743351886,384.13305739151053,0.3666147114949594,50.02
102.6289,1946,792.1339987900786,421.3421052631579,,,45.97
102.6935,1947,850.9068583408206,417.67295597484275,,,45.08
102.7289,1948,867.3327428402716,416.16445231768523,,,43.59
102.8052,1949,882.997042295179,414.71635610766043,,,40.06
102.8637,1950,909.8912452419793,412.7240348015226,384.13305739151053,0.3666147114949594,41.50
102.8996,1951,928.8621636463481,410.4324546952224,,,41.34
102.9704,1952,941.3450819672131,409.24398907103824,,,38.03
103.0248,1953,944.8853556485356,408.0423988842399,,,48.33
103.0739,1954,946.3786733837112,407.30758466274835,,,45.77
103.1767,1955,943.4450757575758,406.7905844155844,384.13305739151053,0.365524006896783,42.05
103.1972,1956,932.0853143159006,406.8753301637612,,,42.65
103.2354,1957,913.9909983633388,407.8112384069831,,,42.31
103.3358,1958,913.9909983633388,407.8112384069831,,,38.98
103.3508,1959,902.3065451532725,408.1640430820215,,,39.42
103.3840,1960,858.5191809227579,410.3610679108346,384.13305739151053,0.365524006896783,39.68
103.4332,1961,840.9517369398037,411.001856271546,,,36.55
103.5182,1962,780.4238054848742,413.40316652530396,,,39.60
103.5526,1963,757.7440087145969,413.37581699346407,,,38.73
103.5863,1964,734.7162620725659,414.1477421038893,,,38.62
103.6659,1965,710.450325732899,414.835233441911,384.13305739151053,0.36641744631456197,35.71
103.6970,1966,659.6172489770223,415.8892036512433,,,38.70
103.7289,1967,607.9250528860682,415.6639468117256,,,38.09
103.7921,1968,607.9250528860682,415.6639468117256,,,35.08
103.8659,1969,558.9641142279504,415.2565074551428,,,36.50
103.8983,1970,510.744874715262,414.40546697038724,384.13305739151053,0.36641744631456197,37.03
103.9947,1971,486.34571890145395,414.5096930533118,,,34.20
104.0235,1972,442.7432679738562,412.958954248366,,,35.38
104.0576,1973,402.6223404255319,411.71555217831815,,,35.38
104.0913,1974,385.38033261026754,410.7127018558689,,,34.40
104.1837,1975,354.40527065527067,409.2039411206078,384.13305739151053,0.36641744631456197,32.10
104.2059,1976,341.32908704883226,409.0740740740741,,,34.65
104.2399,1977,329.8732121212121,408.392,,,34.98
104.2924,1978,329.8732121212121,408.392,,,32.34
104.3618,1979,301.24475997295474,408.3493351363534,,,36.91
104.3992,1980,299.2523939808482,408.21659826721384,381.3963360139555,0.36641744631456197,35.94
104.4486,1981,298.26574074074074,408.85092592592594,,,33.17
104.5314,1982,313.41672606319787,411.1774768353528,,,36.94
104.5691,1983,321.1234752302713,412.18446601941747,,,36.16
104.6228,1984,321.1234752302713,412.18446601941747,,,33.38
104.6993,1985,356.41410614525137,415.12988826815644,381.3963360139555,0.36641744631456197,42.02
104.7373,1986,370.1589861751152,415.8110599078341,,,40.32
104.7821,1987,387.9809976247031,417.7656373713381,,,37.23
104.8589,1988,425.20219478738,419.9465020576132,,,40.65
104.8926,1989,470.2749793559042,422.7401596476741,,,39.18
104.9866,1990,492.09050772626927,423.61009933774835,381.3963360139555,0.36641744631456197,36.16
105.0298,1991,567.3689567430025,424.97625106022053,,,37.28
105.0604,1992,567.3689567430025,424.97625106022053,,,37.73
105.1238,1993,619.3667603873789,425.7154014370509,,,34.83
105.1827,1994,697.1143599740091,424.92365172189733,,,36.25
105.2167,1995,721.4130663856691,423.86863364945555,381.3963360139555,0.36641744631456197,36.88
105.2795,1996,747.2049036777584,423.5449503794513,,,34.16
105.3436,1997,812.8164577306333,420.17614914818387,,,34.17
105.3781,1998,833.659123875834,419.3588627792283,,,34.00
105.4799,1999,852.1094650205762,417.5207133058985,,,31.45
105.5006,2000,898.0060257463708,413.8803067652698,381.3963360139555,0.36641744631456197,33.45
105.5351,2001,909.8259023354565,412.74283439490443,,,33.14
105.5695,2002,920.0844262295082,411.8486338797814,,,35.14
105.6134,2003,920.0844262295082,411.8486338797814,,,32.61
105.6763,2004,935.5468497576737,409.84033387183626,,,34.09
105.7106,2005,944.7573099415205,407.76262626262627,381.3963360139555,0.3672445460388752,34.53
105.7878,2006,946.3296119085593,407.660552897395,,,31.99
105.8450,2007,945.7180285343709,407.16523994811934,,,33.72
105.8660,2008,945.7180285343709,407.16523994811934,,,33.58
105.8982,2009,937.3802666666667,406.85946666666666,,,35.61
105.9575,2010,930.2399133495803,407.15272136474414,381.3963360139555,0.3672445460388752,32.94
106.0108,2011,900.5944763467323,408.40661744599396,,,38.45
106.0454,2012,887.5651125401929,408.83547695605574,,,37.55
106.1094,2013,873.0900974025974,410.1155303030303,,,34.70
106.1723,2014,838.7193557193557,411.3174993174993,,,46.25
106.2054,2015,820.4627105052125,411.7639668537824,385.55421359581857,0.3672445460388752,44.12
106.2486,2016,800.0709728867623,412.652312599681,,,40.56
106.3314,2017,708.5368563685637,414.87642276422764,,,39.50
106.3683,2018,708.5368563685637,414.87642276422764,,,38.26
106.4205,2019,659.3142144638404,415.2310889443059,,,35.23
106.4939,2020,582.7732303732304,415.76267696267695,385.55421359581857,0.36592033924516193,34.71
106.5292,2021,557.9705960973001,415.4736701416733,,,33.42
106.5966,2022,557.9705960973001,415.4736701416733,,,30.99
106.6500,2023,509.0756448412698,414.5952380952381,,,33.00
106.6877,2024,463.13712456917773,413.43353028064996,,,33.57
106.7791,2025,421.7148717948718,412.0669230769231,385.55421359581857,0.36592033924516193,31.05
106.8206,2026,385.20915993142296,410.35390644134213,,,33.81
106.8542,2027,369.2231842231842,409.8588263588264,,,34.15
106.9097,2028,354.5608465608466,409.34535834535836,,,31.61
106.9725,2029,320.4209140942809,408.52811677434795,,,39.52
107.0115,2030,312.89845788849345,408.14946619217085,385.55421359581857,0.36592033924516193,38.91
107.0717,2031,312.89845788849345,408.14946619217085,,,35.98
107.1196,2032,299.86944248412135,408.5099976476123,,,39.98
107.1593,2033,299.4610259826782,408.76393515434154,,,38.72
107.1981,2034,300.1959822471385,409.3111422564821,,,35.73
107.2814,2035,314.2755943716642,411.02450266860745,385.55421359581857,0.36592033924516193,38.88
107.3182,2036,322.9714769156393,412.05027797921196,,,38.32
107.3629,2037,332.52995169082124,412.95024154589373,,,35.43
107.4293,2038,357.83551356589146,414.79651162790697,,,38.14
107.4719,2039,390.7608695652174,417.89505247376314,,,36.97
107.5412,2040,390.7608695652174,417.89505247376314,385.55421359581857,0.36592033924516193,34.18
107.6059,2041,471.5619122257053,422.3855799373041,,,36.34
107.6437,2042,494.8990329920364,423.7588168373151,,,35.78
107.6936,2043,519.5134037367993,424.252369347414,,,32.96
107.7827,2044,569.7201967592592,425.47743055555554,,,44.39
107.8154,2045,620.6636756397475,425.608840146228,385.55421359581857,0.36592033924516193,43.01
107.8848,2046,620.6636756397475,425.608840146228,,,39.50
107.9483,2047,723.6345193508115,424.43476903870163,,,42.85
107.9825,2048,746.5699253224711,423.59266802443994,,,42.38
108.0526,2049,770.7170054856406,422.1784446595676,,,39.06
108.0913,2050,833.9764918625679,419.1066907775769,385.55421359581857,0.36592033924516193,40.03
108.1312,2051,833.9764918625679,419.1066907775769,,,39.78
108.1644,2052,852.419943019943,417.49430199430196,,,36.64
108.2638,2053,882.6714456391876,414.44713261648747,,,40.29
108.3000,2054,909.0270643468655,412.37807235570284,,,39.69
108.3682,2055,919.1892726762145,411.5900028081999,385.55421359581857,0.3670545590906038,36.51
108.4289,2056,939.8535903883767,409.10561609388094,,,40.47
108.4719,2057,945.3117486338798,407.8986338797814,,,39.52
108.5244,2058,945.1001655629138,407.1432119205298,,,36.33
108.6055,2059,940.6753760886777,406.6025336500396,,,129.76
108.6531,2060,935.5497124075596,407.1380443714051,385.55421359581857,0.3670545590906038,118.89
108.7413,2061,920.1457834530461,407.2090981644054,,,107.89
108.7695,2062,885.4077593032463,408.49881235154396,,,105.48
108.8046,2063,870.6404818015187,409.60539408222047,,,97.55
108.8827,2064,854.3865591397849,410.06505376344086,,,88.71
108.9246,2065,797.5769841269841,412.61719576719577,385.55421359581857,0.3670545590906038,86.11
108.9708,2066,797.5769841269841,412.61719576719577,,,80.59
109.0453,2067,776.2792574656982,413.2666128598332,,,73.28
109.1123,2068,681.8693771626298,414.45271049596306,,,73.07
109.1448,2069,657.0138648180243,415.2475447718082,,,68.70
109.2005,2070,630.7525773195877,415.54295532646046,385.55421359581857,0.3683287816031334,62.67
109.2923,2071,555.7004451427075,414.92196910185913,,,59.29
109.3298,2072,507.50623052959503,414.1251298026999,,,58.00
109.3830,2073,507.50623052959503,414.1251298026999,,,52.94
109.4679,2074,461.9828120597351,413.89489997182307,,,53.88
109.5017,2075,421.30916334661356,412.0100929614874,385.55421359581857,0.3683287816031334,51.66
109.5575,2076,402.3340852130326,411.0072681704261,,,47.40
109.6295,2077,354.3622978517982,409.3574704320541,,,50.34
109.6634,2078,341.878612716763,408.6317437379576,,,47.75
109.6987,2079,321.2120149602618,408.445301542777,,,47.83
109.7731,2080,313.63594912407007,408.10991120710344,385.55421359581857,0.3683287816031334,43.93
109.8276,2081,303.37865911237014,408.5590179414542,,,43.97
109.8482,2082,303.37865911237014,408.5590179414542,,,43.98
109.8839,2083,300.3830093592512,408.78305735541153,,,40.39
109.9799,2084,309.041724296911,410.97602581834946,,,48.11
110.0142,2085,316.19726858877084,411.04172989377844,385.55421359581857,0.3683287816031334,45.83
110.1015,2086,324.01247248716066,412.36072389337244,,,42.10
110.1468,2087,345.4690799396682,413.97058823529414,,,44.74
110.1846,2088,374.53290357238785,415.93258125167876,,,43.56
110.2226,2089,392.24529667149056,417.56705258080075,,,40.11
110.3003,2090,451.38153532262174,421.7546544248916,385.55421359581857,0.3683287816031334,42.44
110.3359,2091,472.11100861008606,422.86562115621155,,,41.33
110.3725,2092,495.45315161839864,423.79954571266325,,,41.28
110.4372,2093,520.480235042735,424.90464743589746,,,37.96
110.4983,2094,570.816166531495,425.7926466612598,,,40.79
